753581    0003715	39509	908945	7155819
268898    0003542	87434	793454	7669426
094404    0005358	27938	594448	4599933
514768    0005628	99406	424818	1838259
331251    0006596	26933	265823	8654479
444557    0008992	40860	321611	1422951
070574    0004928	62764	204735	4573039
771823    0001179	81120	547758	7272962
658327    0007736	79472	741284	1258914
796344    0008417	22403	502169	8167648
346767    0009149	60680	919074	9824933
576928    0002841	12972	707525	6619134
031947    0004741	78071	210516	9820473
660525    0007091	69756	829607	4413573
633669    0006667	87284	657139	3458725
518407    0006169	87665	409342	2972858
149559    0003703	79286	323729	1542301
481494    0001790	12306	129851	6642166
896213    0009371	16678	182723	1018136
232411    0002201	39072	980929	6637932
724408    0005494	47350	812689	4079392
772464    0007684	89712	269570	9203441
161446    0007321	10478	516524	7227008
261167    0004059	15582	636483	4891672
064478    0006466	17268	176163	7339843
684923    0008869	16795	106844	4263795
226581    0008071	64938	964368	9313624
861224    0006264	40554	798006	8099821
878768    0006772	28563	154634	9611797
472465    0004054	10510	945988	7714082
813701    0007820	38552	348595	2279097
089610    0003167	22805	509929	6958142
043212    0006503	14871	356580	2133670
512143    0003696	82448	575888	6255223
780516    0006210	53388	832185	3625390
376786    0007002	27166	937663	2149548
359367    0005659	93875	325856	3390599
549533    0001231	67155	767489	9658767
648988    0005479	76536	705670	8158575
149942    0007635	81784	702008	2781243
078860    0008849	56870	813854	6435440
630371    0003888	62146	750671	5220911
977408    0006299	91358	741431	7199298
234648    0005843	36415	315279	9596156
378889    0002799	38395	743581	8307430
132935    0002228	29872	205301	8558188
642210    0008257	23868	835590	7591351
978902    0008634	89685	766636	5980363
731605    0004268	52581	344070	6869327
122484    0007390	70426	745160	8860022
916890    0004896	49663	291518	7645539
873632    0007405	57029	810833	2177760
652655    0004069	75312	124225	2771855
460147    0006463	80292	387530	9276932
494116    0007973	30017	176599	9220501
836908    0001658	10509	698817	8375902
144405    0003249	96599	143158	5495944
637543    0001166	34040	971681	6174297
731518    0003172	29693	296787	5493375
353943    0006220	49785	630938	4393218
757111    0001870	38607	894110	7665327
662730    0008794	54634	796606	3695621
677810    0003662	45511	150251	8043470
456358    0007761	46289	658613	6046799
531589    0006772	85975	446422	5142433
675323    0009181	97602	758682	1233368
124698    0002457	62656	182621	1143567
632271    0008733	62527	136267	7636281
273253    0005029	61640	237185	9368925
076233    0005666	96827	821554	5400583
222297    0002082	46684	388923	4606245
866841    0003858	26698	658389	5705559
496940    0003370	54944	734659	3873364
823187    0005248	79873	517051	8970947
835468    0003141	59176	386650	8828740
083365    0002892	60230	151783	5842449
754781    0001898	68510	866307	1986323
690508    0008592	53426	342918	1208270
650586    0004941	55705	533998	1882059
248259    0002591	24403	470994	5156976
980801    0002908	19735	118529	2269265
499484    0006530	83236	681290	4328487
728507    0002109	34997	403000	4718054
445145    0005942	52945	933832	3596375
155863    0006905	59354	986646	8223856
335958    0007343	16077	134369	1085121
254729    0008698	94666	190145	8295802
562852    0007213	22049	746326	9803617
642623    0003952	59290	453745	3817426
951247    0009214	29822	245988	9212321
123118    0002625	34148	636078	2876582
447441    0005192	54314	440734	8568243
112169    0005002	66411	809336	1909404
896840    0005121	63710	312008	7606486
569971    0005846	31772	711598	1488666
142529    0006627	40834	715807	7603985
559189    0009854	85342	380339	5635236
929453    0003667	60899	104834	8828427
212964    0009819	70928	217531	2657994
332886    0007023	40376	110516	4803223
461612    0006449	76743	837184	6044071
613370    0006374	35425	418660	6970400
681482    0008617	94698	254372	1741416
023399    0001806	90780	676690	5396094
871775    0008042	64404	154569	7404637
661754    0003201	85552	710220	2571375
495130    0006713	44330	666496	7206404
110701    0003148	59907	771589	1684381
575202    0006129	87903	416126	5214424
015581    0001572	30851	946573	5511996
767796    0007539	21929	706822	1335077
853917    0007189	47575	262235	4349469
959943    0006708	85796	575178	3216004
376895    0004720	52748	475812	2304723
242662    0004572	92002	924557	9903233
474211    0008036	88201	240021	9472200
585128    0006133	80445	437025	4875417
384227    0005485	65934	828424	5701520
822325    0001160	55041	605613	8130927
092599    0007097	12496	607649	4282835
175164    0008860	85757	825407	8028044
664360    0001767	84761	214642	7575340
611522    0002019	21115	837134	5127135
423458    0003778	62971	323316	3608426
641815    0001635	26020	903112	6204746
543914    0003218	22678	684442	4881555
647487    0009914	97471	723999	8034667
040370    0009183	13614	725240	5180828
657835    0001924	40035	969638	7880749
274925    0001956	77171	502377	6905363
784647    0007566	40589	676080	2979616
336447    0006554	87853	271254	6162955
581900    0007985	59233	524812	7947296
550560    0005739	54234	826309	6651416
110903    0003732	33066	591625	3520102
065878    0003208	23131	727427	2176190
560892    0009902	20791	636422	1809077
996397    0002321	88216	928861	2241204
787671    0001927	31172	259660	8325276
216402    0004888	41765	261580	4586654
898538    0006000	32278	464317	7558887
185806    0008640	82305	576569	6843282
724327    0002127	97393	260454	5415398
281673    0009689	78784	554253	3587068
126111    0006523	18329	667040	2033916
396313    0001616	40567	638421	9642859
843960    0007745	43667	179267	4877486
611552    0003517	57680	962529	4769696
494663    0002484	70099	585239	1923499
358338    0005622	31402	670278	6953186
422483    0002769	51384	748438	5092899
752353    0008652	73985	850026	8359692
624472    0002926	90223	126595	7264928
513119    0003333	37062	935832	6695933
216686    0002093	44461	768545	4943322
358534    0001577	43752	218547	1252663
710523    0007519	40228	868203	1849708
842630    0006144	86166	601156	7471507
325628    0006660	60690	982611	5532321
341340    0007379	96714	210777	4491586
417108    0006979	43568	270782	2509821
042607    0001871	37077	221556	5700948
927459    0008057	15234	480553	9816843
234629    0006947	95488	882390	4007947
521708    0009076	43814	320490	4178410
342590    0008660	74729	482539	3368516
173795    0009776	46036	412242	5031824
191451    0008298	90724	364681	4736772
541228    0003726	23896	435196	2618256
632203    0004717	32062	737734	7416124
725764    0005382	88795	717822	5329891
480754    0009785	91184	709353	1540418
171479    0001939	70247	558756	4896483
055138    0009915	42305	547605	4334679
257556    0008586	48800	820289	2715982
738822    0008552	41530	617768	5063324
172435    0007183	35283	729493	3492638
165684    0001153	79911	564515	1595911
639568    0007479	40807	239369	7667517
119234    0009698	38645	371117	4241542
429471    0002306	55939	905341	4153785
322372    0009439	18123	562780	3222955
883986    0001588	97485	928387	4407416
426721    0004613	15153	326190	4371187
154884    0005496	97496	857508	9968758
920344    0006077	96677	383845	6459495
829360    0007385	17339	159957	4331149
382490    0001652	30643	464426	4161996
368337    0003774	89070	121739	5430402
733706    0005936	48915	180116	1086183
160792    0004354	47626	195547	2534134
981320    0007983	24735	586585	3687457
223933    0004398	29400	771558	2429549
785960    0002290	63731	438279	2048917
612759    0002264	92458	845062	6469330
848728    0004501	20617	913941	8748095
316613    0007894	40474	124641	8870320
687816    0005666	86105	851438	3898032
430786    0007552	89377	394517	2296236
963737    0004082	65753	464111	9692655
198948    0002366	32083	328907	1303825
386919    0008686	56116	636331	2776083
765929    0002391	76418	510091	5404055
888807    0002938	90615	115086	9151528
967839    0004714	85538	387826	7356406
925601    0003219	16762	350639	1431975
524258    0005827	57096	822209	2855594
736848    0007085	94733	740964	6008548
032819    0009401	48890	667732	8591126
934348    0006827	62234	835607	6860557
216360    0008030	17960	982468	5894898
971478    0003888	47656	153773	6324259
310434    0007590	30244	610468	4980233
031416    0007172	76583	340877	7779055
525409    0005770	50607	516916	9014481
315504    0005472	27303	790712	5203076
911621    0007456	77993	823088	3941476
820863    0005992	85950	668745	5771119
286465    0005702	24186	878651	4063097
655751    0004455	70745	445211	4577107
268772    0004576	30200	955355	1758033
062345    0008140	96014	164844	6980956
997307    0008899	28168	260780	9799519
586736    0001021	11168	876975	8812477
968276    0008997	20401	420060	1705865
899649    0001508	53619	533254	6050950
780450    0008213	40935	853255	3515081
636202    0008634	60122	925299	9270869
735143    0006936	70020	927246	6811533
272534    0008805	25262	367552	3477228
312566    0001736	18538	421547	4344351
974588    0009558	84068	209901	9144824
239382    0001602	77526	102169	5574791
894316    0003712	52826	371519	8050662
198480    0003692	43259	651900	8364061
713696    0006867	89803	978075	3336988
327127    0001751	70468	644845	1504355
082460    0002533	82547	137704	5552121
231739    0007861	52830	190576	4524113
858694    0001873	24622	555883	7166937
220436    0009775	16870	901273	6355967
019985    0009181	53331	677357	4430722
419457    0006962	61812	729329	9659528
024561    0001439	37644	179280	6484057
391650    0002138	51521	833985	5035935
963673    0006855	47668	883293	7975992
461673    0005832	99932	904005	6389592
421773    0001718	46501	728673	3846556
428101    0001428	11463	335421	6737809
738374    0007189	70609	882990	7874873
773253    0009827	64180	593355	6933550
233809    0004040	34761	301333	8337990
969288    0004315	67412	977727	6104112
344574    0001959	61198	663636	3642606
757594    0003131	77738	863951	3007234
169296    0001426	38146	832621	4147158
212701    0005347	53519	555310	3909779
483284    0007224	87878	338581	4153337
062120    0002566	89371	440675	2923454
021299    0006588	42841	578568	2846644
199519    0004288	43613	920959	2966251
361522    0002623	43854	290179	3113733
987990    0001502	42786	599721	1547968
035239    0005978	56578	862753	3211275
054514    0007932	46136	977637	8100504
447771    0006056	46442	466220	1279330
886956    0008627	50566	312868	2803103
180280    0004790	48348	888471	3779330
552677    0005213	20719	142309	5218987
746523    0008511	31409	542653	7750880
615126    0005277	82026	429901	4886929
263411    0009024	95876	517096	8585598
894822    0007445	75108	129469	7934719
073908    0009260	62884	905488	3959961
820256    0003708	77308	389346	2329356
017416    0001447	26896	749953	6859565
955181    0007114	18235	974135	3960836
349129    0009008	28390	665174	2692059
023349    0007106	74255	135637	8330050
170183    0008775	39155	883070	8022602
948454    0007708	46439	473759	6646226
921637    0006462	47810	249286	8155729
385258    0004309	14223	482729	3483641
557281    0003308	44522	200467	3575083
595266    0001350	56107	917366	4991323
351706    0001655	17821	610069	5543422
014326    0004432	45063	272014	2394200
765590    0009728	55713	930860	2960482
878709    0006510	71719	834918	7206540
670981    0009345	63827	339579	8869020
851580    0006693	24726	498439	5821530
821557    0008626	35999	830802	4102178
333588    0003536	44014	368413	3133391
473871    0004700	74938	896828	5204195
538453    0004028	70603	821515	5014068
764491    0003393	98843	494236	8069858
160621    0006303	20984	302253	1098817
734888    0003868	91207	406196	5638723
928387    0002178	85098	619122	2628691
249812    0002812	77597	346835	2327550
721529    0007922	42143	519434	7078215
728934    0003264	36858	257966	2269632
828241    0004847	35541	101570	7406954
158103    0007661	51526	867960	4828224
382544    0009241	21190	976637	8415771
752370    0007939	48847	358349	3241870
090390    0001337	70607	432791	6930387
346864    0003969	55092	784327	7533632
784160    0009725	13413	484376	5964380
953863    0005759	69896	142121	2823788
546789    0001028	81601	597432	9160324
795329    0005642	33841	783373	9770315
154870    0007342	21421	381189	4994385
263394    0008706	25057	766118	1253515
271376    0009766	78420	690661	7796435
331172    0008881	10430	655761	3668852
175514    0005380	64738	546100	1339212
432667    0007402	86093	829476	9224158
041144    0006685	83179	213408	9944182
039898    0009671	37743	385660	1631138
846314    0009041	73952	251643	5593212
631567    0005501	78326	519358	2283199
220465    0009932	34175	764785	6407174
081675    0002319	96923	672524	7250037
326169    0008040	58007	998329	7720767
284879    0006212	35036	868350	3888314
542212    0004570	63898	275701	2084632
315923    0005142	59851	983533	8692928
680854    0002906	32088	297597	7341379
721131    0009247	94226	803891	8999444
265893    0002168	71996	608638	4386166
429834    0006711	44103	968820	8096379
327756    0001690	98120	683994	2036464
862409    0007181	16963	854290	2046508
992282    0004219	54474	285991	5510783
622947    0002642	80530	218357	6735253
069160    0001064	84193	937157	7551401
749667    0008544	91807	926877	3243495
419350    0004207	66319	860167	7522631
916441    0003332	37411	552812	1696705
295847    0005597	79885	525967	7209629
353515    0006985	58469	835428	3199060
589973    0009025	41954	889217	4449227
482567    0002323	74923	628392	6990024
861355    0007509	85452	323930	4825857
742150    0008364	54056	631941	4320217
514819    0002523	21700	996380	3294981
745911    0006588	52012	136454	1350280
058850    0004693	51955	629648	1555677
091725    0002784	76439	339724	5014941
321217    0001724	84594	227425	8590837
653435    0004570	37418	284184	1800488
286263    0007246	61746	435148	6351104
243342    0002814	49094	221371	3873494
594807    0002829	97545	235015	3005870
150339    0004944	51279	212412	3821705
649474    0009535	61484	407993	2711914
347335    0008604	74565	658625	7806376
820938    0001270	91924	573501	7279246
925442    0001328	97670	712423	7939566
951503    0002053	64454	590047	4275787
277694    0006932	48278	201616	6358091
772544    0002690	14579	451611	7676018
047983    0006601	95020	934935	2161820
957409    0007786	40236	750993	5334709
575909    0006696	38615	300866	7722915
232806    0004634	37374	667113	3203619
230440    0008027	86629	324055	3132451
229518    0009899	61048	132388	1871101
230543    0001890	66033	178129	8300035
444343    0003543	69869	272036	6465329
172217    0006310	72977	306718	3086610
910748    0006098	57953	126414	3482866
896586    0006829	57057	164916	7078220
240603    0008830	52463	545626	1814683
344834    0007536	69223	227578	4395905
149590    0002588	38602	526777	4674517
143810    0006919	13325	146542	8703300
230562    0008655	23516	570675	4905864
488481    0008236	81253	626532	3339624
857477    0006378	63696	344137	4292638
061822    0003589	99653	741757	5472644
556137    0006266	35313	205497	6852639
743495    0009888	75184	502676	2333905
627589    0001227	35840	276620	1711959
593760    0005688	13014	796427	3868373
212818    0005833	73897	190259	1248198
987349    0006678	29111	767676	6813312
858688    0002301	56890	239951	8729332
495473    0009397	79224	530237	6832584
084223    0007493	37558	137552	6265949
120849    0002083	12168	634538	6157261
047291    0006016	62869	240746	7827693
029387    0001611	99296	314327	3209453
457309    0007685	61227	102354	9621327
581782    0002503	85023	828001	9070778
656686    0004321	17854	529713	3084051
556395    0005786	66380	220903	9433076
818126    0002866	53176	394203	5939064
540901    0005774	79879	309478	3098763
533188    0009182	80850	715389	8475325
542794    0008985	19697	978980	9993641
866270    0008601	40476	935891	3549002
827651    0002702	18034	431872	2641730
035367    0007292	86836	324392	5330982
539540    0005303	41030	405270	4617492
472803    0001607	34601	628848	3718588
592881    0006306	66850	948072	6426795
167683    0005090	11721	369091	3189742
386843    0004526	60395	159698	1026045
782978    0003215	10090	438462	9137319
212303    0008014	70082	195742	4204580
837495    0009850	67936	112958	9186543
020434    0009480	11275	831962	2654268
995481    0008974	71522	950662	2165716
146279    0007793	98495	530753	2656713
360937    0009756	90302	787936	6377568
015865    0002139	71354	500522	7526704
328291    0007871	39395	665547	6277591
985434    0004866	74024	157950	9958794
040777    0008480	52358	821613	3843906
877949    0007604	79037	404187	1863570
491412    0001752	72468	731922	7954723
970611    0008980	23513	872245	8369386
548974    0007934	69488	744431	2839722
582565    0007705	46228	434027	2737080
347396    0001407	76098	789368	3400010
237712    0008011	64147	775448	9891216
058221    0007487	91019	672415	5192213
428637    0001889	73312	479195	4983144
796605    0009958	62923	602241	3176351
655779    0008219	33500	559110	7360928
025927    0003091	75086	105571	3170199
422163    0007035	79753	708332	3917401
423193    0001614	79810	993288	8511168
552293    0004757	96414	111509	8518875
318642    0009150	35183	320268	9339057
152877    0001533	82108	692354	7982501
337948    0004499	52467	628536	2372980
726667    0002888	60822	446405	8881278
851640    0003867	39641	888034	4429893
491645    0008589	68342	709367	8791193
067170    0005946	73494	172329	3855514
828572    0009971	33468	669871	2841711
997781    0005775	90983	280098	1632146
461691    0007294	37111	884381	9627954
754255    0005798	17534	769857	1951587
838692    0008413	59514	436554	8540302
537938    0003309	98618	183361	2613096
980628    0004562	49737	975263	3054274
758624    0008999	81156	702199	8323212
379752    0003961	38013	262467	4629302
115657    0006169	62938	177640	3000828
514625    0008195	12739	118982	6371547
142118    0001332	55234	875099	5496201
957931    0002775	63578	960210	4890634
262498    0001085	43458	188515	3164276
084584    0009101	76592	993862	4045112
115546    0001615	41015	883245	5811819
312274    0009041	33257	193055	7031363
061627    0009262	79738	853585	3737312
332607    0009396	75757	128652	2352101
852661    0005622	14568	838610	9647735
151835    0009119	66072	722367	1704497
454239    0002788	94957	534040	6313916
668820    0008275	51133	144132	5828487
791753    0004445	98722	435542	6070509
158648    0008140	32860	609543	2905350
475532    0009578	61712	375301	6236970
167589    0007003	60303	725378	2664421
052647    0003633	19765	959153	2133313
955276    0003499	17891	742334	2060611
930143    0006168	89890	741786	5969699
868776    0008525	84568	103532	3059597
583402    0004961	92618	378295	1912201
711430    0004134	14248	863164	9878871
153902    0007341	59212	900688	2298458
327774    0008607	15082	589224	9242877
080817    0003712	10229	586845	1837807
079711    0009184	87676	233994	9683885
288986    0002628	35047	811394	4452815
482567    0005754	14856	159058	4164860
423544    0006582	92774	388913	2500745
989127    0003543	21728	886259	5275892
526219    0002430	59316	348505	4507003
642237    0006057	43291	774533	2268601
888758    0003085	62358	466581	1677563
893518    0003056	62449	380574	6798172
088770    0005386	17650	873026	4579836
871350    0002033	26466	721574	5395434
445602    0003732	56838	534251	5812378
017323    0009121	60864	385562	2708410
153663    0009799	64528	178857	2939999
878988    0001061	79211	110010	5326291
321363    0006335	83007	833201	7003311
244990    0003864	27344	148686	1467000
471460    0008655	97000	322032	1305855
952428    0003858	59258	623831	4161706
255961    0009771	45474	169467	6058684
225127    0005974	22771	971646	3180706
122563    0008656	31359	340616	6233955
934197    0007857	78305	364076	3396449
285176    0005305	63394	994811	6982088
627191    0007872	76819	832953	9682291
629930    0004470	80050	552571	1824934
887715    0003144	60085	722526	1967581
213119    0009960	23003	591385	1883568
918721    0008599	49201	627429	2146883
421380    0009142	53355	449863	4263579
743308    0009189	35533	161557	9590745
274289    0006831	37157	681736	1515029
219452    0001426	22204	205472	6883149
992596    0002778	80961	103440	6495398
684984    0003517	61489	236847	6008924
019986    0007137	52052	472282	8842185
874742    0004805	88184	654394	7689161
054881    0001278	31536	325253	8012953
664356    0004686	98572	254072	7189217
981957    0003204	38329	591732	7106520
